 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_6241	0.2365	0.1478	0.3103	0.3054
MSMEG_6242	0.2439	0.0732	0.3659	0.3171
MSMEG_6243	0.2353	0.0882	0.4118	0.2647
MSMEG_6244	NA	NA	NA	NA
MSMEG_6245	0.1458	0.2222	0.3056	0.3264
MSMEG_6246	NA	NA	NA	NA
MSMEG_6247	NA	NA	NA	NA
MSMEG_6248	NA	NA	NA	NA
MSMEG_6249	NA	NA	NA	NA
MSMEG_6250	0.1905	0.119	0.4762	0.2143
MSMEG_6251	NA	NA	NA	NA
MSMEG_6252	NA	NA	NA	NA
MSMEG_6253	NA	NA	NA	NA
MSMEG_6254	0.2137	0.1795	0.2991	0.3077
MSMEG_6255	NA	NA	NA	NA
MSMEG_6256	NA	NA	NA	NA
MSMEG_6257	0.2439	0.2195	0.2439	0.2927
MSMEG_6258	NA	NA	NA	NA
MSMEG_6259	0.175	0.25	0.35	0.225
MSMEG_6260	NA	NA	NA	NA
MSMEG_6261	NA	NA	NA	NA
MSMEG_6262	NA	NA	NA	NA
MSMEG_6263	NA	NA	NA	NA
MSMEG_6264	NA	NA	NA	NA
MSMEG_6265	NA	NA	NA	NA
MSMEG_6266	0.2329	0.2192	0.3288	0.2192
MSMEG_6267	NA	NA	NA	NA
MSMEG_6268	NA	NA	NA	NA
MSMEG_6269	NA	NA	NA	NA
MSMEG_6270	0.1529	0.1804	0.3517	0.315
MSMEG_6271	0.1197	0.1966	0.3419	0.3419
MSMEG_6272	NA	NA	NA	NA
MSMEG_6273	NA	NA	NA	NA
MSMEG_6274	NA	NA	NA	NA
MSMEG_6275	NA	NA	NA	NA
MSMEG_6276	NA	NA	NA	NA
MSMEG_6277	NA	NA	NA	NA
MSMEG_6278	NA	NA	NA	NA
MSMEG_6279	NA	NA	NA	NA
MSMEG_6280	0.3333	0.0427	0.2991	0.3248
MSMEG_6281	NA	NA	NA	NA
MSMEG_6282	0.1972	0.2113	0.2958	0.2958
MSMEG_6283	NA	NA	NA	NA
MSMEG_6284	0.3889	0.0556	0.3889	0.1667
MSMEG_6285	NA	NA	NA	NA
MSMEG_6286	0.1712	0.1233	0.3699	0.3356
MSMEG_6288	NA	NA	NA	NA
MSMEG_6289	NA	NA	NA	NA
MSMEG_6290	NA	NA	NA	NA
MSMEG_6291	0.2909	0.2	0.3091	0.2
MSMEG_6292	NA	NA	NA	NA
MSMEG_6293	NA	NA	NA	NA
MSMEG_6294	NA	NA	NA	NA
MSMEG_6295	NA	NA	NA	NA
MSMEG_6296	NA	NA	NA	NA
MSMEG_6297	NA	NA	NA	NA
MSMEG_6298	NA	NA	NA	NA
MSMEG_6299	NA	NA	NA	NA
MSMEG_6300	0.2857	0.0714	0.3929	0.25
MSMEG_6301	NA	NA	NA	NA
MSMEG_6302	0	0	1.0	0
MSMEG_6303	0.1935	0.129	0.3226	0.3548
MSMEG_6304	NA	NA	NA	NA
MSMEG_6305	NA	NA	NA	NA
MSMEG_6306	NA	NA	NA	NA
MSMEG_6307	NA	NA	NA	NA
MSMEG_6308	NA	NA	NA	NA
MSMEG_6309	NA	NA	NA	NA
MSMEG_6310	NA	NA	NA	NA
MSMEG_6311	NA	NA	NA	NA
MSMEG_6312	NA	NA	NA	NA
MSMEG_6313	NA	NA	NA	NA
MSMEG_6314	0.1709	0.1852	0.3134	0.3305
MSMEG_6315	NA	NA	NA	NA
MSMEG_6316	0.1915	0.2128	0.3617	0.234
MSMEG_6317	NA	NA	NA	NA
MSMEG_6318	NA	NA	NA	NA
MSMEG_6319	NA	NA	NA	NA
MSMEG_6320	NA	NA	NA	NA
MSMEG_6321	NA	NA	NA	NA
MSMEG_6322	NA	NA	NA	NA
MSMEG_6323	NA	NA	NA	NA
MSMEG_6324	NA	NA	NA	NA
MSMEG_6325	NA	NA	NA	NA
MSMEG_6327	NA	NA	NA	NA
MSMEG_6328	NA	NA	NA	NA
MSMEG_6329	NA	NA	NA	NA
MSMEG_6330	NA	NA	NA	NA
MSMEG_6331	NA	NA	NA	NA
MSMEG_6332	NA	NA	NA	NA
MSMEG_6333	NA	NA	NA	NA
MSMEG_6334	0.1718	0.1924	0.3127	0.323
MSMEG_6335	NA	NA	NA	NA
MSMEG_6336	NA	NA	NA	NA
MSMEG_6337	NA	NA	NA	NA
MSMEG_6338	NA	NA	NA	NA
MSMEG_6339	NA	NA	NA	NA
MSMEG_6340	0.2826	0.1304	0.3261	0.2609
MSMEG_6341	NA	NA	NA	NA
MSMEG_6342	NA	NA	NA	NA
MSMEG_6343	NA	NA	NA	NA
MSMEG_6344	0.3529	0.1765	0.2647	0.2059
MSMEG_6345	NA	NA	NA	NA
MSMEG_6346	0.2647	0.1471	0.4118	0.1765
MSMEG_6347	NA	NA	NA	NA
MSMEG_6348	0.3636	0.1591	0.25	0.2273
MSMEG_6351	NA	NA	NA	NA
MSMEG_6352	0.1776	0.1215	0.3645	0.3364
MSMEG_6353	0.1667	0.25	0.25	0.3333
MSMEG_6354	0.1557	0.1434	0.3443	0.3566
MSMEG_6355	NA	NA	NA	NA
MSMEG_6356	0.1905	0.1984	0.3571	0.254
MSMEG_6357	NA	NA	NA	NA
MSMEG_6358	0.2123	0.2031	0.3077	0.2769
MSMEG_6359	NA	NA	NA	NA
MSMEG_6361	NA	NA	NA	NA
MSMEG_6362	NA	NA	NA	NA
MSMEG_6363	0.1321	0.1981	0.3774	0.2925
MSMEG_6365	0.2828	0.0606	0.3636	0.2929
MSMEG_6366	NA	NA	NA	NA
MSMEG_6367	NA	NA	NA	NA
MSMEG_6368	NA	NA	NA	NA
MSMEG_6369	0.1528	0.1667	0.4028	0.2778
MSMEG_6370	NA	NA	NA	NA
MSMEG_6371	NA	NA	NA	NA
MSMEG_6372	NA	NA	NA	NA
MSMEG_6373	NA	NA	NA	NA
MSMEG_6374	NA	NA	NA	NA
MSMEG_6375	NA	NA	NA	NA
MSMEG_6376	NA	NA	NA	NA
MSMEG_6377	NA	NA	NA	NA
MSMEG_6378	NA	NA	NA	NA
MSMEG_6379	0.1516	0.1543	0.3191	0.375
MSMEG_6380	0.2248	0.1783	0.3411	0.2558
MSMEG_6381	0.1818	0.1364	0.5	0.1818
MSMEG_6382	NA	NA	NA	NA
MSMEG_6383	0.2069	0.1724	0.3005	0.3202
MSMEG_6384	NA	NA	NA	NA
MSMEG_6385	0.1724	0.2069	0.3793	0.2414
MSMEG_6386	0.1667	0.1875	0.1875	0.4583
MSMEG_6387	NA	NA	NA	NA
MSMEG_6388	NA	NA	NA	NA
MSMEG_6389	NA	NA	NA	NA
MSMEG_6390	0.2368	0.2368	0.3421	0.1842
MSMEG_6391	0.2353	0.1324	0.3971	0.2353
MSMEG_6392	NA	NA	NA	NA
MSMEG_6393	0.1648	0.1758	0.3846	0.2747
MSMEG_6394	0.1854	0.1656	0.3311	0.3179
MSMEG_6395	NA	NA	NA	NA
MSMEG_6396	NA	NA	NA	NA
MSMEG_6397	NA	NA	NA	NA
MSMEG_6398	0.2466	0.1644	0.411	0.1781
MSMEG_6399	0.1765	0.1176	0.3529	0.3529
MSMEG_6400	NA	NA	NA	NA
MSMEG_6401	0.2742	0.129	0.4032	0.1935
MSMEG_6402	NA	NA	NA	NA
MSMEG_6403	NA	NA	NA	NA
MSMEG_6404	0	0	1.0	0
MSMEG_6405	0.1845	0.2524	0.301	0.2621
MSMEG_6406	NA	NA	NA	NA
MSMEG_6407	NA	NA	NA	NA
MSMEG_6408	0.1433	0.1238	0.3779	0.355
MSMEG_6409	NA	NA	NA	NA
MSMEG_6410	0.1935	0.3871	0.2258	0.1935
MSMEG_6411	0.1947	0.165	0.33	0.3102
MSMEG_6412	NA	NA	NA	NA
MSMEG_6413	NA	NA	NA	NA
MSMEG_6414	0.2222	0.1944	0.2222	0.3611
MSMEG_6415	NA	NA	NA	NA
MSMEG_6416	0.1273	0.1364	0.4	0.3364
MSMEG_6417	NA	NA	NA	NA
MSMEG_6418	NA	NA	NA	NA
MSMEG_6419	0.3	0.1	0.3333	0.2667
MSMEG_6420	NA	NA	NA	NA
MSMEG_6421	NA	NA	NA	NA
MSMEG_6422	NA	NA	NA	NA
MSMEG_6423	NA	NA	NA	NA
MSMEG_6424	NA	NA	NA	NA
MSMEG_6425	NA	NA	NA	NA
MSMEG_6426	0.2346	0.2099	0.3333	0.2222
MSMEG_6427	0.25	0.25	0.2188	0.2812
MSMEG_6428	0.2642	0.1132	0.3208	0.3019
MSMEG_6429	NA	NA	NA	NA
MSMEG_6430	0.169	0.1549	0.3732	0.3028
MSMEG_6431	NA	NA	NA	NA
MSMEG_6432	0.2381	0.119	0.381	0.2619
MSMEG_6433	0.2	0.1778	0.4	0.2222
MSMEG_6434	0.25	0.1071	0.3214	0.3214
MSMEG_6435	NA	NA	NA	NA
MSMEG_6436	NA	NA	NA	NA
MSMEG_6437	NA	NA	NA	NA
MSMEG_6438	0.2419	0.0806	0.2742	0.4032
MSMEG_6439	NA	NA	NA	NA
MSMEG_6440	NA	NA	NA	NA
MSMEG_6441	NA	NA	NA	NA
MSMEG_6442	NA	NA	NA	NA
MSMEG_6443	NA	NA	NA	NA
MSMEG_6444	NA	NA	NA	NA
MSMEG_6445	NA	NA	NA	NA
MSMEG_6446	0.3125	0.125	0.4375	0.125
MSMEG_6447	0.2473	0.1593	0.2527	0.3407
MSMEG_6448	0.3636	0.1818	0.2727	0.1818
MSMEG_6449	NA	NA	NA	NA
MSMEG_6450	NA	NA	NA	NA
MSMEG_6451	0.2857	0.2857	0.1714	0.2571
MSMEG_6452	0.3333	0.1389	0.3056	0.2222
MSMEG_6453	NA	NA	NA	NA
MSMEG_6454	NA	NA	NA	NA
MSMEG_6455	NA	NA	NA	NA
MSMEG_6456	0.3158	0.1053	0.2632	0.3158
MSMEG_6457	0.1951	0.2195	0.3659	0.2195
MSMEG_6458	NA	NA	NA	NA
MSMEG_6459	NA	NA	NA	NA
MSMEG_6460	NA	NA	NA	NA
MSMEG_6461	NA	NA	NA	NA
MSMEG_6462	NA	NA	NA	NA
MSMEG_6463	NA	NA	NA	NA
MSMEG_6464	NA	NA	NA	NA
MSMEG_6465	NA	NA	NA	NA
MSMEG_6466	NA	NA	NA	NA
MSMEG_6467	NA	NA	NA	NA
MSMEG_6468	NA	NA	NA	NA
MSMEG_6469	NA	NA	NA	NA
MSMEG_6470	NA	NA	NA	NA
MSMEG_6471	NA	NA	NA	NA
MSMEG_6472	NA	NA	NA	NA
MSMEG_6473	NA	NA	NA	NA
MSMEG_6474	NA	NA	NA	NA
MSMEG_6475	NA	NA	NA	NA
MSMEG_6476	NA	NA	NA	NA
MSMEG_6477	0.32	0.16	0.36	0.16
MSMEG_6478	NA	NA	NA	NA
MSMEG_6479	NA	NA	NA	NA
MSMEG_6480	0.2414	0.1034	0.3793	0.2759
MSMEG_6481	0.1954	0.1466	0.3192	0.3388
MSMEG_6482	NA	NA	NA	NA
MSMEG_6483	NA	NA	NA	NA
MSMEG_6484	0.1429	0.2468	0.3506	0.2597
MSMEG_6485	NA	NA	NA	NA
MSMEG_6486	NA	NA	NA	NA
MSMEG_6487	0.225	0.15	0.275	0.35
MSMEG_6488	NA	NA	NA	NA
MSMEG_6489	NA	NA	NA	NA
MSMEG_6490	NA	NA	NA	NA
MSMEG_6491	NA	NA	NA	NA
MSMEG_6492	NA	NA	NA	NA
MSMEG_6493	NA	NA	NA	NA
MSMEG_6494	NA	NA	NA	NA
MSMEG_6495	NA	NA	NA	NA
MSMEG_6496	NA	NA	NA	NA
MSMEG_6497	0.2289	0.3373	0.2651	0.1687
MSMEG_6498	0.4762	0.0714	0.1905	0.2619
MSMEG_6499	NA	NA	NA	NA
MSMEG_6500	NA	NA	NA	NA
MSMEG_6501	NA	NA	NA	NA
MSMEG_6502	NA	NA	NA	NA
MSMEG_6503	NA	NA	NA	NA
MSMEG_6504	NA	NA	NA	NA
MSMEG_6505	NA	NA	NA	NA
MSMEG_6506	NA	NA	NA	NA
MSMEG_6507	NA	NA	NA	NA
MSMEG_6508	0.1912	0.1912	0.3137	0.3039
MSMEG_6509	NA	NA	NA	NA
MSMEG_6510	NA	NA	NA	NA
MSMEG_6511	0.2917	0.125	0.375	0.2083
MSMEG_6512	NA	NA	NA	NA
MSMEG_6513	NA	NA	NA	NA
MSMEG_6514	NA	NA	NA	NA
MSMEG_6515	0	0	1.0	0
MSMEG_6516	NA	NA	NA	NA
MSMEG_6517	NA	NA	NA	NA
MSMEG_6518	0.1818	0.2348	0.3258	0.2576
MSMEG_6519	0.1605	0.1265	0.358	0.3549
MSMEG_6520	NA	NA	NA	NA
MSMEG_6521	NA	NA	NA	NA
MSMEG_6522	NA	NA	NA	NA
MSMEG_6523	NA	NA	NA	NA
MSMEG_6524	0.1513	0.1849	0.3277	0.3361
MSMEG_6525	0	0	1.0	0
MSMEG_6526	NA	NA	NA	NA
MSMEG_6527	NA	NA	NA	NA
MSMEG_6528	0.2419	0.2016	0.2903	0.2661
MSMEG_6529	NA	NA	NA	NA
MSMEG_6530	NA	NA	NA	NA
MSMEG_6531	NA	NA	NA	NA
MSMEG_6532	NA	NA	NA	NA
MSMEG_6533	NA	NA	NA	NA
MSMEG_6534	NA	NA	NA	NA
MSMEG_6535	0.1667	0.0417	0.4583	0.3333
MSMEG_6536	NA	NA	NA	NA
MSMEG_6537	NA	NA	NA	NA
MSMEG_6538	0.1854	0.1391	0.3311	0.3444
MSMEG_6539	NA	NA	NA	NA
MSMEG_6540	0.1667	0.3095	0.3095	0.2143
MSMEG_6541	0.211	0.1376	0.2752	0.3761
MSMEG_6542	NA	NA	NA	NA
MSMEG_6544	0.1892	0.1622	0.3838	0.2649
MSMEG_6545	NA	NA	NA	NA
MSMEG_6546	NA	NA	NA	NA
MSMEG_6547	NA	NA	NA	NA
MSMEG_6548	NA	NA	NA	NA
MSMEG_6549	NA	NA	NA	NA
MSMEG_6550	NA	NA	NA	NA
MSMEG_6551	NA	NA	NA	NA
MSMEG_6552	0.1915	0.1277	0.4043	0.2766
MSMEG_6553	NA	NA	NA	NA
MSMEG_6554	NA	NA	NA	NA
MSMEG_6555	0.1515	0.2727	0.3636	0.2121
MSMEG_6556	NA	NA	NA	NA
MSMEG_6557	NA	NA	NA	NA
MSMEG_6558	NA	NA	NA	NA
MSMEG_6559	NA	NA	NA	NA
MSMEG_6560	NA	NA	NA	NA
MSMEG_6561	NA	NA	NA	NA
MSMEG_6562	NA	NA	NA	NA
MSMEG_6563	0.25	0.1538	0.3077	0.2885
MSMEG_6564	NA	NA	NA	NA
MSMEG_6565	NA	NA	NA	NA
MSMEG_6566	0.2698	0.127	0.3651	0.2381
MSMEG_6567	NA	NA	NA	NA
MSMEG_6568	0.2429	0.1571	0.3429	0.2571
MSMEG_6569	NA	NA	NA	NA
MSMEG_6570	NA	NA	NA	NA
MSMEG_6571	NA	NA	NA	NA
MSMEG_6572	NA	NA	NA	NA
MSMEG_6573	NA	NA	NA	NA
MSMEG_6574	NA	NA	NA	NA
MSMEG_6575	NA	NA	NA	NA
MSMEG_6576	NA	NA	NA	NA
MSMEG_6577	0.1833	0.1417	0.35	0.325
MSMEG_6578	NA	NA	NA	NA
MSMEG_6579	0.3077	0.1154	0.3269	0.25
MSMEG_6580	NA	NA	NA	NA
MSMEG_6581	0.2388	0.2239	0.2388	0.2985
MSMEG_6582	NA	NA	NA	NA
MSMEG_6583	NA	NA	NA	NA
MSMEG_6584	NA	NA	NA	NA
MSMEG_6585	NA	NA	NA	NA
MSMEG_6586	NA	NA	NA	NA
MSMEG_6587	0.234	0.234	0.2553	0.2766
MSMEG_6588	0.2143	0.2143	0.2381	0.3333
MSMEG_6589	NA	NA	NA	NA
MSMEG_6590	0	0	1.0	0
MSMEG_6591	NA	NA	NA	NA
MSMEG_6592	NA	NA	NA	NA
MSMEG_6593	NA	NA	NA	NA
MSMEG_6594	NA	NA	NA	NA
MSMEG_6595	NA	NA	NA	NA
MSMEG_6596	0.24	0.2	0.32	0.24
MSMEG_6597	NA	NA	NA	NA
MSMEG_6598	NA	NA	NA	NA
MSMEG_6600	NA	NA	NA	NA
MSMEG_6601	0	0	1.0	0
MSMEG_6602	NA	NA	NA	NA
MSMEG_6603	0.2857	0.1714	0.2857	0.2571
MSMEG_6604	0.1852	0.1111	0.4815	0.2222
MSMEG_6605	NA	NA	NA	NA
MSMEG_6606	NA	NA	NA	NA
MSMEG_6607	NA	NA	NA	NA
MSMEG_6608	NA	NA	NA	NA
MSMEG_6609	NA	NA	NA	NA
MSMEG_6610	NA	NA	NA	NA
MSMEG_6611	NA	NA	NA	NA
MSMEG_6612	NA	NA	NA	NA
MSMEG_6613	NA	NA	NA	NA
MSMEG_6614	NA	NA	NA	NA
MSMEG_6615	NA	NA	NA	NA
MSMEG_6616	NA	NA	NA	NA
MSMEG_6617	NA	NA	NA	NA
MSMEG_6618	0.3333	0	0	0.6667
MSMEG_6620	NA	NA	NA	NA
MSMEG_6621	NA	NA	NA	NA
MSMEG_6622	NA	NA	NA	NA
MSMEG_6623	NA	NA	NA	NA
MSMEG_6624	NA	NA	NA	NA
MSMEG_6625	NA	NA	NA	NA
MSMEG_6626	NA	NA	NA	NA
MSMEG_6627	NA	NA	NA	NA
MSMEG_6628	NA	NA	NA	NA
MSMEG_6629	NA	NA	NA	NA
MSMEG_6630	0.2414	0.2069	0.3793	0.1724
MSMEG_6631	NA	NA	NA	NA
MSMEG_6632	NA	NA	NA	NA
MSMEG_6633	NA	NA	NA	NA
MSMEG_6634	0.1296	0.1262	0.3688	0.3754
MSMEG_6635	0.2609	0.1304	0.2609	0.3478
MSMEG_6636	0.25	0.2	0.3	0.25
MSMEG_6637	0.2	0.1846	0.2923	0.3231
MSMEG_6638	0.1711	0.174	0.3481	0.3068
MSMEG_6639	NA	NA	NA	NA
MSMEG_6640	0.1708	0.1833	0.3354	0.3104
MSMEG_6641	NA	NA	NA	NA
MSMEG_6642	0.1393	0.15	0.375	0.3357
MSMEG_6643	NA	NA	NA	NA
MSMEG_6644	NA	NA	NA	NA
MSMEG_6645	NA	NA	NA	NA
MSMEG_6646	NA	NA	NA	NA
MSMEG_6647	NA	NA	NA	NA
MSMEG_6648	NA	NA	NA	NA
MSMEG_6649	0.1734	0.1796	0.3498	0.2972
MSMEG_6650	0.1833	0.1667	0.2722	0.3778
MSMEG_6651	NA	NA	NA	NA
MSMEG_6652	NA	NA	NA	NA
MSMEG_6654	0.2523	0.2342	0.2883	0.2252
MSMEG_6655	NA	NA	NA	NA
MSMEG_6656	NA	NA	NA	NA
MSMEG_6657	NA	NA	NA	NA
MSMEG_6658	NA	NA	NA	NA
MSMEG_6659	NA	NA	NA	NA
MSMEG_6660	0.2308	0.1795	0.2308	0.359
MSMEG_6661	NA	NA	NA	NA
MSMEG_6662	NA	NA	NA	NA
MSMEG_6663	0.2143	0.0536	0.4464	0.2857
MSMEG_6664	NA	NA	NA	NA
MSMEG_6665	NA	NA	NA	NA
MSMEG_6666	NA	NA	NA	NA
MSMEG_6667	NA	NA	NA	NA
MSMEG_6668	NA	NA	NA	NA
MSMEG_6669	NA	NA	NA	NA
MSMEG_6670	NA	NA	NA	NA
MSMEG_6671	NA	NA	NA	NA
MSMEG_6672	NA	NA	NA	NA
MSMEG_6673	NA	NA	NA	NA
MSMEG_6674	NA	NA	NA	NA
MSMEG_6675	NA	NA	NA	NA
MSMEG_6676	NA	NA	NA	NA
MSMEG_6677	NA	NA	NA	NA
MSMEG_6678	0.2059	0.0588	0.5	0.2353
MSMEG_6679	NA	NA	NA	NA
MSMEG_6680	NA	NA	NA	NA
MSMEG_6681	NA	NA	NA	NA
MSMEG_6682	NA	NA	NA	NA
MSMEG_6683	NA	NA	NA	NA
MSMEG_6684	NA	NA	NA	NA
MSMEG_6685	NA	NA	NA	NA
MSMEG_6686	0.1692	0.1692	0.2462	0.4154
MSMEG_6687	NA	NA	NA	NA
MSMEG_6688	NA	NA	NA	NA
MSMEG_6689	NA	NA	NA	NA
MSMEG_6690	0.2083	0.0938	0.3542	0.3438
MSMEG_6691	NA	NA	NA	NA
MSMEG_6692	NA	NA	NA	NA
MSMEG_6693	NA	NA	NA	NA
MSMEG_6694	NA	NA	NA	NA
MSMEG_6695	NA	NA	NA	NA
MSMEG_6696	NA	NA	NA	NA
MSMEG_6697	NA	NA	NA	NA
MSMEG_6698	0.1923	0.1923	0.4231	0.1923
MSMEG_6699	NA	NA	NA	NA
MSMEG_6700	0.1918	0.1507	0.274	0.3836
MSMEG_6701	NA	NA	NA	NA
MSMEG_6702	NA	NA	NA	NA
MSMEG_6703	NA	NA	NA	NA
MSMEG_6704	NA	NA	NA	NA
MSMEG_6705	NA	NA	NA	NA
MSMEG_6706	NA	NA	NA	NA
MSMEG_6707	NA	NA	NA	NA
MSMEG_6708	NA	NA	NA	NA
MSMEG_6709	NA	NA	NA	NA
MSMEG_6710	NA	NA	NA	NA
MSMEG_6711	NA	NA	NA	NA
MSMEG_6712	NA	NA	NA	NA
MSMEG_6713	NA	NA	NA	NA
MSMEG_6714	NA	NA	NA	NA
MSMEG_6715	NA	NA	NA	NA
MSMEG_6716	NA	NA	NA	NA
MSMEG_6717	NA	NA	NA	NA
MSMEG_6718	NA	NA	NA	NA
MSMEG_6719	NA	NA	NA	NA
MSMEG_6720	NA	NA	NA	NA
MSMEG_6721	NA	NA	NA	NA
MSMEG_6722	NA	NA	NA	NA
MSMEG_6723	NA	NA	NA	NA
MSMEG_6724	NA	NA	NA	NA
MSMEG_6725	NA	NA	NA	NA
MSMEG_6726	0.219	0.1429	0.381	0.2571
MSMEG_6727	0.2128	0.0851	0.4468	0.2553
MSMEG_6728	NA	NA	NA	NA
MSMEG_6729	NA	NA	NA	NA
MSMEG_6730	0.3243	0.0541	0.2973	0.3243
MSMEG_6731	NA	NA	NA	NA
MSMEG_6732	NA	NA	NA	NA
MSMEG_6733	NA	NA	NA	NA
MSMEG_6734	NA	NA	NA	NA
MSMEG_6735	NA	NA	NA	NA
MSMEG_6736	NA	NA	NA	NA
MSMEG_6737	NA	NA	NA	NA
MSMEG_6738	NA	NA	NA	NA
MSMEG_6739	0.3191	0.1596	0.266	0.2553
MSMEG_6740	0.2034	0.1864	0.2881	0.322
MSMEG_6741	NA	NA	NA	NA
MSMEG_6742	NA	NA	NA	NA
MSMEG_6743	0.3243	0.2432	0.2703	0.1622
MSMEG_6744	0.1304	0.2	0.313	0.3565
MSMEG_6745	NA	NA	NA	NA
MSMEG_6746	NA	NA	NA	NA
MSMEG_6747	0.1591	0.1818	0.3409	0.3182
MSMEG_6748	NA	NA	NA	NA
MSMEG_6749	NA	NA	NA	NA
MSMEG_6750	NA	NA	NA	NA
MSMEG_6751	NA	NA	NA	NA
MSMEG_6752	NA	NA	NA	NA
MSMEG_6753	NA	NA	NA	NA
MSMEG_6754	0.2791	0.1628	0.2791	0.2791
MSMEG_6755	NA	NA	NA	NA
MSMEG_6756	NA	NA	NA	NA
MSMEG_6757	NA	NA	NA	NA
MSMEG_6758	0.3148	0.1111	0.2593	0.3148
MSMEG_6759	0.1465	0.1805	0.276	0.397
MSMEG_6760	0.1866	0.1487	0.3353	0.3294
MSMEG_6761	0.2	0.1538	0.3231	0.3231
MSMEG_6762	NA	NA	NA	NA
MSMEG_6763	NA	NA	NA	NA
MSMEG_6764	0.4091	0.0455	0.3182	0.2273
MSMEG_6765	NA	NA	NA	NA
MSMEG_6766	NA	NA	NA	NA
MSMEG_6767	NA	NA	NA	NA
MSMEG_6768	NA	NA	NA	NA
MSMEG_6769	NA	NA	NA	NA
MSMEG_6770	NA	NA	NA	NA
MSMEG_6771	0.2243	0.1589	0.2617	0.3551
MSMEG_6772	0.2453	0.1321	0.3585	0.2642
MSMEG_6773	NA	NA	NA	NA
MSMEG_6774	NA	NA	NA	NA
MSMEG_6775	NA	NA	NA	NA
MSMEG_6776	NA	NA	NA	NA
MSMEG_6777	NA	NA	NA	NA
MSMEG_6778	NA	NA	NA	NA
MSMEG_6779	NA	NA	NA	NA
MSMEG_6780	NA	NA	NA	NA
MSMEG_6781	0.1671	0.1482	0.3477	0.3369
MSMEG_6782	NA	NA	NA	NA
MSMEG_6783	0.3913	0.087	0.3043	0.2174
MSMEG_6784	NA	NA	NA	NA
MSMEG_6785	NA	NA	NA	NA
MSMEG_6786	0.1791	0.1383	0.3583	0.3243
MSMEG_6787	0.2177	0.1129	0.3226	0.3468
MSMEG_6788	NA	NA	NA	NA
MSMEG_6789	0.2159	0.1477	0.3523	0.2841
MSMEG_6790	NA	NA	NA	NA
MSMEG_6791	NA	NA	NA	NA
MSMEG_6792	NA	NA	NA	NA
MSMEG_6793	NA	NA	NA	NA
MSMEG_6794	NA	NA	NA	NA
MSMEG_6795	NA	NA	NA	NA
MSMEG_6796	NA	NA	NA	NA
MSMEG_6797	NA	NA	NA	NA
MSMEG_6798	NA	NA	NA	NA
MSMEG_6799	NA	NA	NA	NA
MSMEG_6800	0.1694	0.1935	0.3548	0.2823
MSMEG_6801	NA	NA	NA	NA
MSMEG_6802	0.1978	0.1758	0.3187	0.3077
MSMEG_6803	NA	NA	NA	NA
MSMEG_6804	0.1818	0.0227	0.4091	0.3864
MSMEG_6805	NA	NA	NA	NA
MSMEG_6806	NA	NA	NA	NA
MSMEG_6807	NA	NA	NA	NA
MSMEG_6808	0.2	0.1429	0.3429	0.3143
MSMEG_6809	NA	NA	NA	NA
MSMEG_6811	NA	NA	NA	NA
MSMEG_6813	NA	NA	NA	NA
MSMEG_6814	NA	NA	NA	NA
MSMEG_6815	NA	NA	NA	NA
MSMEG_6816	NA	NA	NA	NA
MSMEG_6817	NA	NA	NA	NA
MSMEG_6818	NA	NA	NA	NA
MSMEG_6820	NA	NA	NA	NA
MSMEG_6821	0.2414	0.1552	0.3276	0.2759
MSMEG_6822	0.1724	0.2241	0.3103	0.2931
MSMEG_6823	NA	NA	NA	NA
MSMEG_6824	NA	NA	NA	NA
MSMEG_6825	NA	NA	NA	NA
MSMEG_6826	0.1562	0.25	0.3438	0.25
MSMEG_6827	NA	NA	NA	NA
MSMEG_6828	NA	NA	NA	NA
MSMEG_6829	NA	NA	NA	NA
MSMEG_6830	NA	NA	NA	NA
MSMEG_6831	NA	NA	NA	NA
MSMEG_6832	NA	NA	NA	NA
MSMEG_6833	NA	NA	NA	NA
MSMEG_6834	NA	NA	NA	NA
MSMEG_6835	NA	NA	NA	NA
MSMEG_6836	NA	NA	NA	NA
MSMEG_6837	NA	NA	NA	NA
MSMEG_6838	NA	NA	NA	NA
MSMEG_6839	NA	NA	NA	NA
MSMEG_6840	NA	NA	NA	NA
MSMEG_6841	NA	NA	NA	NA
MSMEG_6842	NA	NA	NA	NA
MSMEG_6843	0.2188	0.1211	0.3477	0.3125
MSMEG_6844	NA	NA	NA	NA
MSMEG_6845	NA	NA	NA	NA
MSMEG_6846	NA	NA	NA	NA
MSMEG_6847	NA	NA	NA	NA
MSMEG_6848	NA	NA	NA	NA
MSMEG_6849	NA	NA	NA	NA
MSMEG_6850	NA	NA	NA	NA
MSMEG_6851	NA	NA	NA	NA
MSMEG_6852	NA	NA	NA	NA
MSMEG_6853	NA	NA	NA	NA
MSMEG_6854	NA	NA	NA	NA
MSMEG_6855	NA	NA	NA	NA
MSMEG_6856	NA	NA	NA	NA
MSMEG_6857	NA	NA	NA	NA
MSMEG_6858	NA	NA	NA	NA
MSMEG_6859	0.1739	0.2174	0.3043	0.3043
MSMEG_6860	NA	NA	NA	NA
MSMEG_6861	0.3	0.1857	0.2429	0.2714
MSMEG_6862	NA	NA	NA	NA
MSMEG_6863	NA	NA	NA	NA
MSMEG_6864	0	0	1.0	0
