 	adja_AA_5pUTR	adja_AC_5pUTR	adja_AG_5pUTR	adja_AU_5pUTR	adja_CA_5pUTR	adja_CC_5pUTR	adja_CG_5pUTR	adja_CU_5pUTR	adja_GA_5pUTR	adja_GC_5pUTR	adja_GG_5pUTR	adja_GU_5pUTR	adja_UA_5pUTR	adja_UC_5pUTR	adja_UG_5pUTR	adja_UU_5pUTR
MSMEG_5782	0.1111	0.1389	0.0833	0.0	0.0833	0.0278	0.0833	0.0278	0.1389	0.0278	0.0833	0.0833	0.0	0.0556	0.0556	0.0
MSMEG_5784	0.0481	0.0769	0.0673	0.0481	0.0673	0.0962	0.0865	0.0481	0.0962	0.0481	0.0769	0.0577	0.0192	0.0769	0.0577	0.0288
MSMEG_5785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5786	0.0426	0.0638	0.1064	0.0426	0.0426	0.0426	0.0851	0.0213	0.1277	0.0426	0.2128	0.0426	0.0213	0.0638	0.0213	0.0213
MSMEG_5787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5788	0.0383	0.0492	0.0437	0.0164	0.0656	0.082	0.0984	0.0656	0.0437	0.1257	0.0328	0.0765	0.0	0.0601	0.0984	0.1038
MSMEG_5789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5797	0.0822	0.0411	0.0548	0.0685	0.0411	0.1233	0.0822	0.0411	0.0685	0.0822	0.1096	0.0274	0.0411	0.0548	0.0411	0.0411
MSMEG_5798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5800	0.0	0.0625	0.0938	0.0938	0.1875	0.1875	0.0312	0.0	0.0312	0.0938	0.0625	0.0312	0.0312	0.0938	0.0	0.0
MSMEG_5801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5803	0.0	0.0769	0.1538	0.0385	0.0769	0.0769	0.0769	0.0	0.1538	0.0769	0.0769	0.0769	0.0	0.0385	0.0769	0.0
MSMEG_5804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5811	0.0784	0.0784	0.0392	0.0392	0.0196	0.0196	0.1176	0.0588	0.1373	0.0784	0.1373	0.0392	0.0196	0.0392	0.0784	0.0196
MSMEG_5812	0.0484	0.1129	0.0323	0.0484	0.0806	0.0161	0.129	0.0323	0.0806	0.0968	0.0645	0.0645	0.0323	0.0484	0.0645	0.0484
MSMEG_5813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5816	0.0112	0.0787	0.1011	0.0225	0.0562	0.1573	0.1573	0.0	0.1461	0.0787	0.0787	0.0449	0.0	0.0449	0.0225	0.0
MSMEG_5817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5828	0.0672	0.0522	0.0672	0.0373	0.0597	0.0522	0.1119	0.0373	0.0821	0.1045	0.1418	0.0522	0.0149	0.0522	0.0597	0.0075
MSMEG_5829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5831	0.0511	0.0638	0.0681	0.0383	0.0723	0.0596	0.1021	0.0426	0.0936	0.0851	0.0936	0.0553	0.0043	0.0723	0.0596	0.0383
MSMEG_5832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5848	0.0044	0.0619	0.0487	0.0177	0.031	0.0664	0.1637	0.031	0.1018	0.1018	0.1637	0.0796	0.0	0.0619	0.0664	0.0
MSMEG_5849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5851	0.0218	0.0568	0.0502	0.0306	0.0524	0.0873	0.1594	0.0415	0.0699	0.1266	0.0721	0.059	0.0153	0.0699	0.0459	0.0415
MSMEG_5852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5853	0.0	0.0882	0.0588	0.0588	0.0588	0.0294	0.1471	0.0	0.1176	0.0588	0.1176	0.0882	0.0	0.0882	0.0588	0.0294
MSMEG_5854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5855	0.1569	0.0686	0.0882	0.0196	0.0588	0.049	0.1275	0.0098	0.1078	0.0882	0.1471	0.0196	0.0	0.0392	0.0098	0.0098
MSMEG_5856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5859	0.0233	0.0465	0.186	0.0233	0.1163	0.0465	0.0465	0.0233	0.1163	0.093	0.0465	0.0698	0.0	0.0465	0.0698	0.0465
MSMEG_5860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5866	0.0714	0.0714	0.0893	0.0357	0.0536	0.0536	0.0714	0.0893	0.0893	0.0714	0.0536	0.0179	0.0536	0.0714	0.0179	0.0893
MSMEG_5867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5868	0.0312	0.0312	0.0938	0.0625	0.0	0.0	0.0625	0.0625	0.125	0.0938	0.0938	0.0625	0.0625	0.0312	0.0938	0.0938
MSMEG_5869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5876	0.035	0.042	0.0909	0.021	0.0839	0.0559	0.0839	0.0699	0.0559	0.1049	0.0839	0.0769	0.014	0.0839	0.0629	0.035
MSMEG_5877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5878	0.0833	0.0833	0.0556	0.0278	0.0556	0.0556	0.1389	0.0278	0.1389	0.1111	0.0833	0.0278	0.0	0.0278	0.0556	0.0278
MSMEG_5879	0.0682	0.0455	0.0682	0.0341	0.0341	0.0341	0.1364	0.0341	0.0568	0.1023	0.1023	0.0909	0.0455	0.0682	0.0455	0.0341
MSMEG_5880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5885	0.0645	0.0645	0.0968	0.0645	0.129	0.0968	0.0323	0.0323	0.0968	0.0968	0.0968	0.0	0.0	0.0323	0.0645	0.0323
MSMEG_5886	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.25
MSMEG_5887	0.0941	0.1294	0.0588	0.0353	0.1176	0.1059	0.0941	0.0353	0.0824	0.0941	0.0824	0.0	0.0353	0.0235	0.0118	0.0
MSMEG_5888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5889	0.1471	0.1765	0.1176	0.0	0.1471	0.0	0.0588	0.0294	0.1471	0.0294	0.0	0.0588	0.0294	0.0294	0.0294	0.0
MSMEG_5890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5894	0.0225	0.0618	0.0562	0.0281	0.0337	0.0843	0.1292	0.0393	0.0899	0.1067	0.1236	0.0674	0.0169	0.0393	0.0787	0.0225
MSMEG_5895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5902	0.0583	0.0333	0.0667	0.05	0.0583	0.1667	0.0917	0.0167	0.0917	0.0917	0.0917	0.0417	0.0	0.0417	0.0667	0.0333
MSMEG_5903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5904	0.0	0.0682	0.0682	0.0	0.0682	0.0909	0.2045	0.0	0.0682	0.1818	0.0682	0.0909	0.0	0.0455	0.0455	0.0
MSMEG_5905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5906	0.0286	0.0	0.2	0.0286	0.0857	0.0	0.0571	0.0286	0.1143	0.1143	0.0857	0.0857	0.0	0.0571	0.0857	0.0286
MSMEG_5907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5912	0.0	0.0588	0.1176	0.0294	0.0588	0.0	0.0588	0.0588	0.0882	0.0294	0.1471	0.1176	0.0588	0.1176	0.0294	0.0294
MSMEG_5913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5916	0.025	0.1125	0.025	0.0625	0.05	0.025	0.125	0.025	0.1	0.05	0.1625	0.05	0.0375	0.0375	0.0625	0.05
MSMEG_5917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5920	0.0583	0.0583	0.075	0.0292	0.0583	0.0417	0.1042	0.0417	0.0958	0.0958	0.1167	0.0667	0.0125	0.05	0.075	0.0208
MSMEG_5921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5925	0.0909	0.0909	0.1364	0.0	0.0455	0.0	0.0909	0.0455	0.1364	0.0909	0.1364	0.0455	0.0	0.0455	0.0455	0.0
MSMEG_5926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5929	0.093	0.0465	0.093	0.0	0.0233	0.0	0.0698	0.0465	0.1163	0.093	0.186	0.093	0.0	0.0233	0.1163	0.0
MSMEG_5930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5933	0.0517	0.0862	0.069	0.0345	0.069	0.1207	0.1552	0.0345	0.0862	0.1034	0.0172	0.0345	0.0345	0.069	0.0	0.0345
MSMEG_5934	0.1034	0.1034	0.069	0.1034	0.1379	0.0345	0.069	0.0	0.1034	0.0345	0.069	0.0345	0.0	0.069	0.069	0.0
MSMEG_5935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5937	0.1023	0.0455	0.0909	0.0455	0.0795	0.0568	0.1364	0.0227	0.1023	0.125	0.0795	0.0227	0.0	0.0682	0.0227	0.0
MSMEG_5938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5939	0.0	0.0833	0.0	0.0	0.0	0.0833	0.1667	0.0833	0.0833	0.0833	0.0	0.0833	0.0	0.0833	0.0833	0.1667
MSMEG_5940	0.0513	0.0897	0.0513	0.0321	0.0897	0.109	0.0833	0.0385	0.0641	0.0705	0.0897	0.0705	0.0256	0.0513	0.0641	0.0192
MSMEG_5941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5943	0.0155	0.0775	0.0155	0.062	0.0775	0.1318	0.1163	0.0543	0.0465	0.1008	0.1163	0.031	0.0233	0.0698	0.0465	0.0155
MSMEG_5944	0.0194	0.0388	0.0777	0.0583	0.0777	0.1068	0.1262	0.0291	0.0777	0.1456	0.0485	0.0388	0.0194	0.0485	0.0583	0.0291
MSMEG_5945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5952	0.0233	0.0486	0.0423	0.0444	0.0465	0.093	0.1332	0.0381	0.0782	0.0994	0.1057	0.0719	0.0106	0.0719	0.0719	0.0211
MSMEG_5953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5956	0.014	0.021	0.049	0.0559	0.035	0.042	0.0769	0.0559	0.0769	0.1189	0.1469	0.0769	0.021	0.028	0.1399	0.042
MSMEG_5957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5959	0.0251	0.0553	0.0452	0.0352	0.0553	0.0578	0.1231	0.0477	0.0628	0.1106	0.093	0.0829	0.0176	0.0603	0.0879	0.0402
MSMEG_5960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5962	0.0297	0.0446	0.0446	0.0446	0.0409	0.0558	0.0967	0.0818	0.0706	0.0743	0.1004	0.0706	0.0186	0.1004	0.0743	0.052
MSMEG_5963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5967	0.0442	0.0442	0.0442	0.0796	0.0619	0.0354	0.0973	0.0177	0.0973	0.0796	0.1416	0.0619	0.0088	0.0531	0.0973	0.0354
MSMEG_5968	0.0323	0.0323	0.0645	0.0323	0.0	0.0645	0.129	0.0645	0.0645	0.1613	0.1935	0.0323	0.0323	0.0	0.0968	0.0
MSMEG_5969	0.0404	0.0493	0.0942	0.0404	0.0404	0.0538	0.0942	0.0314	0.1121	0.0493	0.1121	0.0807	0.0314	0.0673	0.0538	0.0493
MSMEG_5970	0.0357	0.1071	0.0714	0.0714	0.1071	0.1071	0.0714	0.0357	0.0714	0.0714	0.0714	0.0	0.0714	0.0357	0.0	0.0714
MSMEG_5971	0.0702	0.0702	0.0526	0.0482	0.0746	0.0746	0.0702	0.057	0.0833	0.0614	0.1096	0.0307	0.0088	0.0702	0.057	0.0614
MSMEG_5972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5976	0.0909	0.1169	0.0779	0.039	0.1039	0.0519	0.1169	0.013	0.1169	0.0909	0.0519	0.026	0.026	0.026	0.026	0.026
MSMEG_5977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5981	0.0332	0.0747	0.0415	0.0332	0.0415	0.0581	0.1577	0.0456	0.0954	0.1037	0.0871	0.0664	0.0124	0.0664	0.0622	0.0207
MSMEG_5982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5988	0.0083	0.0583	0.0583	0.05	0.0083	0.0667	0.1333	0.0417	0.15	0.0833	0.1	0.0667	0.0	0.05	0.1083	0.0167
MSMEG_5989	0.069	0.0345	0.1724	0.0	0.0345	0.0	0.1379	0.0	0.1034	0.1724	0.2069	0.0345	0.0345	0.0	0.0	0.0
MSMEG_5990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5995	0.0323	0.129	0.0968	0.0323	0.129	0.0323	0.0645	0.0323	0.0968	0.0968	0.0323	0.0323	0.0	0.0	0.0645	0.129
MSMEG_5996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_5997	0.0276	0.0884	0.0221	0.0497	0.0939	0.0773	0.1492	0.0387	0.0608	0.1381	0.1105	0.0276	0.0	0.0608	0.0552	0.0
