 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_6192	NA	NA	NA	NA
MSMEG_6193	NA	NA	NA	NA
MSMEG_6194	NA	NA	NA	NA
MSMEG_6195	NA	NA	NA	NA
MSMEG_6196	NA	NA	NA	NA
MSMEG_6197	NA	NA	NA	NA
MSMEG_6198	NA	NA	NA	NA
MSMEG_6199	-3.91	-3.2	-5.7333	-3.0333
MSMEG_6200	NA	NA	NA	NA
MSMEG_6201	-2.9973	-2.3923	-3.6923	-2.8909
MSMEG_6202	NA	NA	NA	NA
MSMEG_6203	NA	NA	NA	NA
MSMEG_6205	NA	NA	NA	NA
MSMEG_6206	NA	NA	NA	NA
MSMEG_6207	NA	NA	NA	NA
MSMEG_6208	NA	NA	NA	NA
MSMEG_6209	NA	NA	NA	NA
MSMEG_6210	NA	NA	NA	NA
MSMEG_6211	NA	NA	NA	NA
MSMEG_6212	NA	NA	NA	NA
MSMEG_6213	NA	NA	NA	NA
MSMEG_6214	NA	NA	NA	NA
MSMEG_6215	NA	NA	NA	NA
MSMEG_6216	NA	NA	NA	NA
MSMEG_6217	NA	NA	NA	NA
MSMEG_6218	NA	NA	NA	NA
MSMEG_6219	-2.6778	-4.25	-1.4667	-1.35
MSMEG_6220	NA	NA	NA	NA
MSMEG_6221	-1.95	-1.5571	-1.5	-2.9333
MSMEG_6222	NA	NA	NA	NA
MSMEG_6223	NA	NA	NA	NA
MSMEG_6224	NA	NA	NA	NA
MSMEG_6225	NA	NA	NA	NA
MSMEG_6226	NA	NA	NA	NA
MSMEG_6227	-2.3	-4.6	0.0	0.0
MSMEG_6228	NA	NA	NA	NA
MSMEG_6229	-1.0	-1.0	-1.0	-1.0
MSMEG_6230	NA	NA	NA	NA
MSMEG_6231	NA	NA	NA	NA
MSMEG_6232	NA	NA	NA	NA
MSMEG_6233	NA	NA	NA	NA
MSMEG_6234	NA	NA	NA	NA
MSMEG_6235	NA	NA	NA	NA
MSMEG_6236	NA	NA	NA	NA
MSMEG_6237	-2.3773	-2.925	-1.7714	-2.3571
MSMEG_6238	NA	NA	NA	NA
MSMEG_6239	-2.85	-3.9	-1.8	-1.8
MSMEG_6240	-3.9846	-1.76	-5.44	-5.2667
MSMEG_6241	-2.0778	-2.1714	-2.0167	-2.02
MSMEG_6242	-4.25	-8.5	0.0	0.0
MSMEG_6243	NA	NA	NA	NA
MSMEG_6244	NA	NA	NA	NA
MSMEG_6245	-2.6667	-2.38	-4.175	-1.1333
MSMEG_6246	NA	NA	NA	NA
MSMEG_6247	NA	NA	NA	NA
MSMEG_6248	NA	NA	NA	NA
MSMEG_6249	NA	NA	NA	NA
MSMEG_6250	-4.0	-1.9	-6.1	-6.1
MSMEG_6251	NA	NA	NA	NA
MSMEG_6252	NA	NA	NA	NA
MSMEG_6253	NA	NA	NA	NA
MSMEG_6254	-2.26	-3.675	-2.3333	-0.3
MSMEG_6255	NA	NA	NA	NA
MSMEG_6256	NA	NA	NA	NA
MSMEG_6257	0.0	0.0	0.0	0.0
MSMEG_6258	NA	NA	NA	NA
MSMEG_6259	-4.5	-9.0	0.0	0.0
MSMEG_6260	NA	NA	NA	NA
MSMEG_6261	NA	NA	NA	NA
MSMEG_6262	NA	NA	NA	NA
MSMEG_6263	NA	NA	NA	NA
MSMEG_6264	NA	NA	NA	NA
MSMEG_6265	NA	NA	NA	NA
MSMEG_6266	-1.36	-1.95	-0.35	-2.2
MSMEG_6267	NA	NA	NA	NA
MSMEG_6268	NA	NA	NA	NA
MSMEG_6269	NA	NA	NA	NA
MSMEG_6270	-3.0742	-2.0091	-4.04	-3.28
MSMEG_6271	-3.92	-5.325	-3.7	-2.2667
MSMEG_6272	NA	NA	NA	NA
MSMEG_6273	NA	NA	NA	NA
MSMEG_6274	NA	NA	NA	NA
MSMEG_6275	NA	NA	NA	NA
MSMEG_6276	NA	NA	NA	NA
MSMEG_6277	NA	NA	NA	NA
MSMEG_6278	NA	NA	NA	NA
MSMEG_6279	NA	NA	NA	NA
MSMEG_6280	-0.98	-2.275	-0.2333	0.0
MSMEG_6281	NA	NA	NA	NA
MSMEG_6282	-3.36	-6.5	-1.9	0.0
MSMEG_6283	NA	NA	NA	NA
MSMEG_6284	NA	NA	NA	NA
MSMEG_6285	NA	NA	NA	NA
MSMEG_6286	-3.8385	-3.66	-5.1	-2.8
MSMEG_6288	NA	NA	NA	NA
MSMEG_6289	NA	NA	NA	NA
MSMEG_6290	NA	NA	NA	NA
MSMEG_6291	0.0	0.0	0.0	0.0
MSMEG_6292	NA	NA	NA	NA
MSMEG_6293	NA	NA	NA	NA
MSMEG_6294	NA	NA	NA	NA
MSMEG_6295	NA	NA	NA	NA
MSMEG_6296	NA	NA	NA	NA
MSMEG_6297	NA	NA	NA	NA
MSMEG_6298	NA	NA	NA	NA
MSMEG_6299	NA	NA	NA	NA
MSMEG_6300	NA	NA	NA	NA
MSMEG_6301	NA	NA	NA	NA
MSMEG_6302	NA	NA	NA	NA
MSMEG_6303	NA	NA	NA	NA
MSMEG_6304	NA	NA	NA	NA
MSMEG_6305	NA	NA	NA	NA
MSMEG_6306	NA	NA	NA	NA
MSMEG_6307	NA	NA	NA	NA
MSMEG_6308	NA	NA	NA	NA
MSMEG_6309	NA	NA	NA	NA
MSMEG_6310	NA	NA	NA	NA
MSMEG_6311	NA	NA	NA	NA
MSMEG_6312	NA	NA	NA	NA
MSMEG_6313	NA	NA	NA	NA
MSMEG_6314	-2.8424	-4.7833	-1.7909	-1.67
MSMEG_6315	NA	NA	NA	NA
MSMEG_6316	-0.5333	0.0	-0.8	-0.8
MSMEG_6317	NA	NA	NA	NA
MSMEG_6318	NA	NA	NA	NA
MSMEG_6319	NA	NA	NA	NA
MSMEG_6320	NA	NA	NA	NA
MSMEG_6321	NA	NA	NA	NA
MSMEG_6322	NA	NA	NA	NA
MSMEG_6323	NA	NA	NA	NA
MSMEG_6324	NA	NA	NA	NA
MSMEG_6325	NA	NA	NA	NA
MSMEG_6327	NA	NA	NA	NA
MSMEG_6328	NA	NA	NA	NA
MSMEG_6329	NA	NA	NA	NA
MSMEG_6330	NA	NA	NA	NA
MSMEG_6331	NA	NA	NA	NA
MSMEG_6332	NA	NA	NA	NA
MSMEG_6333	NA	NA	NA	NA
MSMEG_6334	-2.263	-2.21	-2.7333	-1.8
MSMEG_6335	NA	NA	NA	NA
MSMEG_6336	NA	NA	NA	NA
MSMEG_6337	NA	NA	NA	NA
MSMEG_6338	NA	NA	NA	NA
MSMEG_6339	NA	NA	NA	NA
MSMEG_6340	-2.4333	-0.7	-6.3	-0.3
MSMEG_6341	NA	NA	NA	NA
MSMEG_6342	NA	NA	NA	NA
MSMEG_6343	NA	NA	NA	NA
MSMEG_6344	NA	NA	NA	NA
MSMEG_6345	NA	NA	NA	NA
MSMEG_6346	NA	NA	NA	NA
MSMEG_6347	NA	NA	NA	NA
MSMEG_6348	0.0	0.0	0.0	0.0
MSMEG_6351	NA	NA	NA	NA
MSMEG_6352	-2.8556	-1.5333	-2.025	-6.5
MSMEG_6353	NA	NA	NA	NA
MSMEG_6354	-3.366	-3.6938	-2.8562	-3.56
MSMEG_6355	NA	NA	NA	NA
MSMEG_6356	-2.3818	-2.1	-4.275	-0.2333
MSMEG_6357	NA	NA	NA	NA
MSMEG_6358	-2.1733	-1.7727	-1.82	-3.0556
MSMEG_6359	NA	NA	NA	NA
MSMEG_6361	NA	NA	NA	NA
MSMEG_6362	NA	NA	NA	NA
MSMEG_6363	-2.6222	-5.9333	-1.7	-0.2333
MSMEG_6365	-2.175	-2.3667	-3.4333	0.0
MSMEG_6366	NA	NA	NA	NA
MSMEG_6367	NA	NA	NA	NA
MSMEG_6368	NA	NA	NA	NA
MSMEG_6369	-3.38	-5.4	-2.9	-0.3
MSMEG_6370	NA	NA	NA	NA
MSMEG_6371	NA	NA	NA	NA
MSMEG_6372	NA	NA	NA	NA
MSMEG_6373	NA	NA	NA	NA
MSMEG_6374	NA	NA	NA	NA
MSMEG_6375	NA	NA	NA	NA
MSMEG_6376	NA	NA	NA	NA
MSMEG_6377	NA	NA	NA	NA
MSMEG_6378	NA	NA	NA	NA
MSMEG_6379	-3.6667	-5.7667	-2.4083	-2.825
MSMEG_6380	-2.7042	-2.15	-3.4222	-2.4143
MSMEG_6381	NA	NA	NA	NA
MSMEG_6382	NA	NA	NA	NA
MSMEG_6383	-2.8278	-2.5571	-4.0	-1.8
MSMEG_6384	NA	NA	NA	NA
MSMEG_6385	NA	NA	NA	NA
MSMEG_6386	-1.7667	-3.0	-1.15	0.0
MSMEG_6387	NA	NA	NA	NA
MSMEG_6388	NA	NA	NA	NA
MSMEG_6389	NA	NA	NA	NA
MSMEG_6390	0.0	0.0	0.0	0.0
MSMEG_6391	-2.36	-3.45	-2.05	-0.8
MSMEG_6392	NA	NA	NA	NA
MSMEG_6393	-3.7571	-4.6667	-2.8	-3.35
MSMEG_6394	-3.0692	-4.26	-4.55	-0.1
MSMEG_6395	NA	NA	NA	NA
MSMEG_6396	NA	NA	NA	NA
MSMEG_6397	NA	NA	NA	NA
MSMEG_6398	-1.72	-0.5	-3.2	-1.2
MSMEG_6399	-3.38	-5.5	-2.95	0.0
MSMEG_6400	NA	NA	NA	NA
MSMEG_6401	-0.95	-1.0	-0.9	-0.2
MSMEG_6402	NA	NA	NA	NA
MSMEG_6403	NA	NA	NA	NA
MSMEG_6404	NA	NA	NA	NA
MSMEG_6405	-2.875	-2.0667	-4.7	-1.35
MSMEG_6406	NA	NA	NA	NA
MSMEG_6407	NA	NA	NA	NA
MSMEG_6408	-4.6103	-2.78	-5.99	-5.1111
MSMEG_6409	NA	NA	NA	NA
MSMEG_6410	NA	NA	NA	NA
MSMEG_6411	-2.8071	-2.94	-3.1	-2.275
MSMEG_6412	NA	NA	NA	NA
MSMEG_6413	NA	NA	NA	NA
MSMEG_6414	-0.6	-1.2	0.0	0.0
MSMEG_6415	NA	NA	NA	NA
MSMEG_6416	-4.4444	-4.5	-4.5	-4.25
MSMEG_6417	NA	NA	NA	NA
MSMEG_6418	NA	NA	NA	NA
MSMEG_6419	NA	NA	NA	NA
MSMEG_6420	NA	NA	NA	NA
MSMEG_6421	NA	NA	NA	NA
MSMEG_6422	NA	NA	NA	NA
MSMEG_6423	NA	NA	NA	NA
MSMEG_6424	NA	NA	NA	NA
MSMEG_6425	NA	NA	NA	NA
MSMEG_6426	-1.9833	-1.9667	-3.0	0.0
MSMEG_6427	-1.7	-3.4	0.0	0.0
MSMEG_6428	-4.8667	-6.65	-1.3	-1.3
MSMEG_6429	NA	NA	NA	NA
MSMEG_6430	-2.6	-2.0	-3.75	-2.0667
MSMEG_6431	NA	NA	NA	NA
MSMEG_6432	-0.2	-0.4	0.0	0.0
MSMEG_6433	-2.55	-2.4	-2.7	-2.7
MSMEG_6434	-1.425	-2.85	0.0	0.0
MSMEG_6435	NA	NA	NA	NA
MSMEG_6436	NA	NA	NA	NA
MSMEG_6437	NA	NA	NA	NA
MSMEG_6438	-2.075	-1.45	-2.7	-0.4
MSMEG_6439	NA	NA	NA	NA
MSMEG_6440	NA	NA	NA	NA
MSMEG_6441	NA	NA	NA	NA
MSMEG_6442	NA	NA	NA	NA
MSMEG_6443	NA	NA	NA	NA
MSMEG_6444	NA	NA	NA	NA
MSMEG_6445	NA	NA	NA	NA
MSMEG_6446	NA	NA	NA	NA
MSMEG_6447	-1.5176	-1.8917	-1.0333	-1.65
MSMEG_6448	NA	NA	NA	NA
MSMEG_6449	NA	NA	NA	NA
MSMEG_6450	NA	NA	NA	NA
MSMEG_6451	0.0	0.0	0.0	0.0
MSMEG_6452	-0.4	-0.8	0.0	0.0
MSMEG_6453	NA	NA	NA	NA
MSMEG_6454	NA	NA	NA	NA
MSMEG_6455	NA	NA	NA	NA
MSMEG_6456	-0.9	-1.8	0.0	0.0
MSMEG_6457	0.0	0.0	0.0	0.0
MSMEG_6458	NA	NA	NA	NA
MSMEG_6459	NA	NA	NA	NA
MSMEG_6460	NA	NA	NA	NA
MSMEG_6461	NA	NA	NA	NA
MSMEG_6462	NA	NA	NA	NA
MSMEG_6463	NA	NA	NA	NA
MSMEG_6464	NA	NA	NA	NA
MSMEG_6465	NA	NA	NA	NA
MSMEG_6466	NA	NA	NA	NA
MSMEG_6467	NA	NA	NA	NA
MSMEG_6468	NA	NA	NA	NA
MSMEG_6469	NA	NA	NA	NA
MSMEG_6470	NA	NA	NA	NA
MSMEG_6471	NA	NA	NA	NA
MSMEG_6472	NA	NA	NA	NA
MSMEG_6473	NA	NA	NA	NA
MSMEG_6474	NA	NA	NA	NA
MSMEG_6475	NA	NA	NA	NA
MSMEG_6476	NA	NA	NA	NA
MSMEG_6477	NA	NA	NA	NA
MSMEG_6478	NA	NA	NA	NA
MSMEG_6479	NA	NA	NA	NA
MSMEG_6480	NA	NA	NA	NA
MSMEG_6481	-2.7345	-2.19	-3.3	-2.7111
MSMEG_6482	NA	NA	NA	NA
MSMEG_6483	NA	NA	NA	NA
MSMEG_6484	-2.45	-2.0	-3.4333	-0.4
MSMEG_6485	NA	NA	NA	NA
MSMEG_6486	NA	NA	NA	NA
MSMEG_6487	-2.6643	-3.74	-2.14	-1.975
MSMEG_6488	NA	NA	NA	NA
MSMEG_6489	NA	NA	NA	NA
MSMEG_6490	NA	NA	NA	NA
MSMEG_6491	NA	NA	NA	NA
MSMEG_6492	NA	NA	NA	NA
MSMEG_6493	NA	NA	NA	NA
MSMEG_6494	NA	NA	NA	NA
MSMEG_6495	NA	NA	NA	NA
MSMEG_6496	NA	NA	NA	NA
MSMEG_6497	-0.8833	-1.7	0.0	-0.2
MSMEG_6498	-0.9	-1.8	0.0	0.0
MSMEG_6499	NA	NA	NA	NA
MSMEG_6500	NA	NA	NA	NA
MSMEG_6501	NA	NA	NA	NA
MSMEG_6502	NA	NA	NA	NA
MSMEG_6503	NA	NA	NA	NA
MSMEG_6504	NA	NA	NA	NA
MSMEG_6505	NA	NA	NA	NA
MSMEG_6506	NA	NA	NA	NA
MSMEG_6507	NA	NA	NA	NA
MSMEG_6508	-3.1167	-4.3714	-3.7	-0.66
MSMEG_6509	NA	NA	NA	NA
MSMEG_6510	NA	NA	NA	NA
MSMEG_6511	NA	NA	NA	NA
MSMEG_6512	NA	NA	NA	NA
MSMEG_6513	NA	NA	NA	NA
MSMEG_6514	NA	NA	NA	NA
MSMEG_6515	NA	NA	NA	NA
MSMEG_6516	NA	NA	NA	NA
MSMEG_6517	NA	NA	NA	NA
MSMEG_6518	-1.6273	-1.475	-1.95	-1.4
MSMEG_6519	-4.1167	-4.7364	-3.98	-3.5111
MSMEG_6520	NA	NA	NA	NA
MSMEG_6521	NA	NA	NA	NA
MSMEG_6522	NA	NA	NA	NA
MSMEG_6523	NA	NA	NA	NA
MSMEG_6524	-3.63	-4.275	-4.6	-1.8
MSMEG_6525	NA	NA	NA	NA
MSMEG_6526	NA	NA	NA	NA
MSMEG_6527	NA	NA	NA	NA
MSMEG_6528	-1.27	-0.7	-1.575	-1.8
MSMEG_6529	NA	NA	NA	NA
MSMEG_6530	NA	NA	NA	NA
MSMEG_6531	NA	NA	NA	NA
MSMEG_6532	NA	NA	NA	NA
MSMEG_6533	NA	NA	NA	NA
MSMEG_6534	NA	NA	NA	NA
MSMEG_6535	-5.4	-7.9	-4.15	-1.4
MSMEG_6536	NA	NA	NA	NA
MSMEG_6537	NA	NA	NA	NA
MSMEG_6538	-3.0538	-4.26	-1.95	-2.65
MSMEG_6539	NA	NA	NA	NA
MSMEG_6540	-1.15	-2.3	0.0	0.0
MSMEG_6541	-1.3111	-0.85	-2.1	-1.05
MSMEG_6542	NA	NA	NA	NA
MSMEG_6544	-3.2875	-2.0833	-4.65	-3.05
MSMEG_6545	NA	NA	NA	NA
MSMEG_6546	NA	NA	NA	NA
MSMEG_6547	NA	NA	NA	NA
MSMEG_6548	NA	NA	NA	NA
MSMEG_6549	NA	NA	NA	NA
MSMEG_6550	NA	NA	NA	NA
MSMEG_6551	NA	NA	NA	NA
MSMEG_6552	-2.7	-2.7	-2.7	-3.5
MSMEG_6553	NA	NA	NA	NA
MSMEG_6554	NA	NA	NA	NA
MSMEG_6555	-1.74	-2.7	-1.65	0.0
MSMEG_6556	NA	NA	NA	NA
MSMEG_6557	NA	NA	NA	NA
MSMEG_6558	NA	NA	NA	NA
MSMEG_6559	NA	NA	NA	NA
MSMEG_6560	NA	NA	NA	NA
MSMEG_6561	NA	NA	NA	NA
MSMEG_6562	NA	NA	NA	NA
MSMEG_6563	-3.7667	-5.65	0.0	0.0
MSMEG_6564	NA	NA	NA	NA
MSMEG_6565	NA	NA	NA	NA
MSMEG_6566	-3.3	-3.15	-3.45	-4.0
MSMEG_6567	NA	NA	NA	NA
MSMEG_6568	-0.78	-0.6	-1.35	0.0
MSMEG_6569	NA	NA	NA	NA
MSMEG_6570	NA	NA	NA	NA
MSMEG_6571	NA	NA	NA	NA
MSMEG_6572	NA	NA	NA	NA
MSMEG_6573	NA	NA	NA	NA
MSMEG_6574	NA	NA	NA	NA
MSMEG_6575	NA	NA	NA	NA
MSMEG_6576	NA	NA	NA	NA
MSMEG_6577	-2.47	-4.1	-1.6	-1.1667
MSMEG_6578	NA	NA	NA	NA
MSMEG_6579	-3.4	-2.6	-5.0	-5.0
MSMEG_6580	NA	NA	NA	NA
MSMEG_6581	-2.22	-1.85	-3.7	0.0
MSMEG_6582	NA	NA	NA	NA
MSMEG_6583	NA	NA	NA	NA
MSMEG_6584	NA	NA	NA	NA
MSMEG_6585	NA	NA	NA	NA
MSMEG_6586	NA	NA	NA	NA
MSMEG_6587	-0.3333	0.0	-0.5	0.0
MSMEG_6588	0.0	0.0	0.0	0.0
MSMEG_6589	NA	NA	NA	NA
MSMEG_6590	NA	NA	NA	NA
MSMEG_6591	NA	NA	NA	NA
MSMEG_6592	NA	NA	NA	NA
MSMEG_6593	NA	NA	NA	NA
MSMEG_6594	NA	NA	NA	NA
MSMEG_6595	NA	NA	NA	NA
MSMEG_6596	NA	NA	NA	NA
MSMEG_6597	NA	NA	NA	NA
MSMEG_6598	NA	NA	NA	NA
MSMEG_6600	NA	NA	NA	NA
MSMEG_6601	NA	NA	NA	NA
MSMEG_6602	NA	NA	NA	NA
MSMEG_6603	-0.6	-0.6	-0.6	-0.6
MSMEG_6604	NA	NA	NA	NA
MSMEG_6605	NA	NA	NA	NA
MSMEG_6606	NA	NA	NA	NA
MSMEG_6607	NA	NA	NA	NA
MSMEG_6608	NA	NA	NA	NA
MSMEG_6609	NA	NA	NA	NA
MSMEG_6610	NA	NA	NA	NA
MSMEG_6611	NA	NA	NA	NA
MSMEG_6612	NA	NA	NA	NA
MSMEG_6613	NA	NA	NA	NA
MSMEG_6614	NA	NA	NA	NA
MSMEG_6615	NA	NA	NA	NA
MSMEG_6616	NA	NA	NA	NA
MSMEG_6617	NA	NA	NA	NA
MSMEG_6618	NA	NA	NA	NA
MSMEG_6620	NA	NA	NA	NA
MSMEG_6621	NA	NA	NA	NA
MSMEG_6622	NA	NA	NA	NA
MSMEG_6623	NA	NA	NA	NA
MSMEG_6624	NA	NA	NA	NA
MSMEG_6625	NA	NA	NA	NA
MSMEG_6626	NA	NA	NA	NA
MSMEG_6627	NA	NA	NA	NA
MSMEG_6628	NA	NA	NA	NA
MSMEG_6629	NA	NA	NA	NA
MSMEG_6630	NA	NA	NA	NA
MSMEG_6631	NA	NA	NA	NA
MSMEG_6632	NA	NA	NA	NA
MSMEG_6633	NA	NA	NA	NA
MSMEG_6634	-3.85	-3.96	-4.9556	-2.6222
MSMEG_6635	NA	NA	NA	NA
MSMEG_6636	-1.9	-3.8	0.0	0.0
MSMEG_6637	-2.3	-3.15	-1.45	0.0
MSMEG_6638	-3.6438	-3.4364	-3.5818	-3.94
MSMEG_6639	NA	NA	NA	NA
MSMEG_6640	-3.1022	-3.4125	-2.94	-2.9333
MSMEG_6641	NA	NA	NA	NA
MSMEG_6642	-3.35	-3.4222	-3.3667	-3.25
MSMEG_6643	NA	NA	NA	NA
MSMEG_6644	NA	NA	NA	NA
MSMEG_6645	NA	NA	NA	NA
MSMEG_6646	NA	NA	NA	NA
MSMEG_6647	NA	NA	NA	NA
MSMEG_6648	NA	NA	NA	NA
MSMEG_6649	-3.1033	-3.3182	-3.03	-2.9222
MSMEG_6650	-2.3062	-0.5	-3.8	-2.98
MSMEG_6651	NA	NA	NA	NA
MSMEG_6652	NA	NA	NA	NA
MSMEG_6654	-1.7667	-2.85	-1.2333	-0.4
MSMEG_6655	NA	NA	NA	NA
MSMEG_6656	NA	NA	NA	NA
MSMEG_6657	NA	NA	NA	NA
MSMEG_6658	NA	NA	NA	NA
MSMEG_6659	NA	NA	NA	NA
MSMEG_6660	-1.25	-2.5	0.0	0.0
MSMEG_6661	NA	NA	NA	NA
MSMEG_6662	NA	NA	NA	NA
MSMEG_6663	-2.175	-2.75	-3.2	0.0
MSMEG_6664	NA	NA	NA	NA
MSMEG_6665	NA	NA	NA	NA
MSMEG_6666	NA	NA	NA	NA
MSMEG_6667	NA	NA	NA	NA
MSMEG_6668	NA	NA	NA	NA
MSMEG_6669	NA	NA	NA	NA
MSMEG_6670	NA	NA	NA	NA
MSMEG_6671	NA	NA	NA	NA
MSMEG_6672	NA	NA	NA	NA
MSMEG_6673	NA	NA	NA	NA
MSMEG_6674	NA	NA	NA	NA
MSMEG_6675	NA	NA	NA	NA
MSMEG_6676	NA	NA	NA	NA
MSMEG_6677	NA	NA	NA	NA
MSMEG_6678	NA	NA	NA	NA
MSMEG_6679	NA	NA	NA	NA
MSMEG_6680	NA	NA	NA	NA
MSMEG_6681	NA	NA	NA	NA
MSMEG_6682	NA	NA	NA	NA
MSMEG_6683	NA	NA	NA	NA
MSMEG_6684	NA	NA	NA	NA
MSMEG_6685	NA	NA	NA	NA
MSMEG_6686	-4.775	-7.15	-2.4	0.0
MSMEG_6687	NA	NA	NA	NA
MSMEG_6688	NA	NA	NA	NA
MSMEG_6689	NA	NA	NA	NA
MSMEG_6690	-3.5375	-1.7333	-5.7	-3.0
MSMEG_6691	NA	NA	NA	NA
MSMEG_6692	NA	NA	NA	NA
MSMEG_6693	NA	NA	NA	NA
MSMEG_6694	NA	NA	NA	NA
MSMEG_6695	NA	NA	NA	NA
MSMEG_6696	NA	NA	NA	NA
MSMEG_6697	NA	NA	NA	NA
MSMEG_6698	-2.725	-2.6	-2.8667	-2.7
MSMEG_6699	NA	NA	NA	NA
MSMEG_6700	-2.46	-2.1	-4.05	0.0
MSMEG_6701	NA	NA	NA	NA
MSMEG_6702	NA	NA	NA	NA
MSMEG_6703	NA	NA	NA	NA
MSMEG_6704	NA	NA	NA	NA
MSMEG_6705	NA	NA	NA	NA
MSMEG_6706	NA	NA	NA	NA
MSMEG_6707	NA	NA	NA	NA
MSMEG_6708	NA	NA	NA	NA
MSMEG_6709	NA	NA	NA	NA
MSMEG_6710	NA	NA	NA	NA
MSMEG_6711	NA	NA	NA	NA
MSMEG_6712	NA	NA	NA	NA
MSMEG_6713	NA	NA	NA	NA
MSMEG_6714	NA	NA	NA	NA
MSMEG_6715	NA	NA	NA	NA
MSMEG_6716	NA	NA	NA	NA
MSMEG_6717	NA	NA	NA	NA
MSMEG_6718	NA	NA	NA	NA
MSMEG_6719	NA	NA	NA	NA
MSMEG_6720	NA	NA	NA	NA
MSMEG_6721	NA	NA	NA	NA
MSMEG_6722	NA	NA	NA	NA
MSMEG_6723	NA	NA	NA	NA
MSMEG_6724	NA	NA	NA	NA
MSMEG_6725	NA	NA	NA	NA
MSMEG_6726	-4.075	-2.4	-5.2333	-4.85
MSMEG_6727	-1.1667	-2.1	-0.7	0.0
MSMEG_6728	NA	NA	NA	NA
MSMEG_6729	NA	NA	NA	NA
MSMEG_6730	0.0	0.0	0.0	0.0
MSMEG_6731	NA	NA	NA	NA
MSMEG_6732	NA	NA	NA	NA
MSMEG_6733	NA	NA	NA	NA
MSMEG_6734	NA	NA	NA	NA
MSMEG_6735	NA	NA	NA	NA
MSMEG_6736	NA	NA	NA	NA
MSMEG_6737	NA	NA	NA	NA
MSMEG_6738	NA	NA	NA	NA
MSMEG_6739	-2.0571	-3.2333	-1.5667	0.0
MSMEG_6740	-4.625	-5.6	-6.1	-1.2
MSMEG_6741	NA	NA	NA	NA
MSMEG_6742	NA	NA	NA	NA
MSMEG_6743	-0.3	-0.4	-0.2	-0.2
MSMEG_6744	-4.3556	-3.45	-6.5333	-2.9
MSMEG_6745	NA	NA	NA	NA
MSMEG_6746	NA	NA	NA	NA
MSMEG_6747	-1.85	-2.5	-1.2	-1.2
MSMEG_6748	NA	NA	NA	NA
MSMEG_6749	NA	NA	NA	NA
MSMEG_6750	NA	NA	NA	NA
MSMEG_6751	NA	NA	NA	NA
MSMEG_6752	NA	NA	NA	NA
MSMEG_6753	NA	NA	NA	NA
MSMEG_6754	-3.3	-4.5	-2.1	-2.1
MSMEG_6755	NA	NA	NA	NA
MSMEG_6756	NA	NA	NA	NA
MSMEG_6757	NA	NA	NA	NA
MSMEG_6758	-1.5	-2.25	0.0	0.0
MSMEG_6759	-2.7978	-1.8	-3.2467	-3.4571
MSMEG_6760	-3.4625	-3.5182	-3.8636	-2.96
MSMEG_6761	-3.4	-3.7	-3.1	-1.2
MSMEG_6762	NA	NA	NA	NA
MSMEG_6763	NA	NA	NA	NA
MSMEG_6764	NA	NA	NA	NA
MSMEG_6765	NA	NA	NA	NA
MSMEG_6766	NA	NA	NA	NA
MSMEG_6767	NA	NA	NA	NA
MSMEG_6768	NA	NA	NA	NA
MSMEG_6769	NA	NA	NA	NA
MSMEG_6770	NA	NA	NA	NA
MSMEG_6771	-2.2556	-2.5667	-3.15	0.0
MSMEG_6772	-0.7	-0.95	-0.2	-0.2
MSMEG_6773	NA	NA	NA	NA
MSMEG_6774	NA	NA	NA	NA
MSMEG_6775	NA	NA	NA	NA
MSMEG_6776	NA	NA	NA	NA
MSMEG_6777	NA	NA	NA	NA
MSMEG_6778	NA	NA	NA	NA
MSMEG_6779	NA	NA	NA	NA
MSMEG_6780	NA	NA	NA	NA
MSMEG_6781	-3.3771	-3.5667	-3.8417	-2.6636
MSMEG_6782	NA	NA	NA	NA
MSMEG_6783	NA	NA	NA	NA
MSMEG_6784	NA	NA	NA	NA
MSMEG_6785	NA	NA	NA	NA
MSMEG_6786	-3.0214	-3.42	-3.3286	-2.2308
MSMEG_6787	-3.64	-3.975	-4.525	-1.2
MSMEG_6788	NA	NA	NA	NA
MSMEG_6789	-3.6429	-5.2667	-4.35	-0.5
MSMEG_6790	NA	NA	NA	NA
MSMEG_6791	NA	NA	NA	NA
MSMEG_6792	NA	NA	NA	NA
MSMEG_6793	NA	NA	NA	NA
MSMEG_6794	NA	NA	NA	NA
MSMEG_6795	NA	NA	NA	NA
MSMEG_6796	NA	NA	NA	NA
MSMEG_6797	NA	NA	NA	NA
MSMEG_6798	NA	NA	NA	NA
MSMEG_6799	NA	NA	NA	NA
MSMEG_6800	-3.79	-4.775	-4.225	-0.95
MSMEG_6801	NA	NA	NA	NA
MSMEG_6802	-2.0286	-2.6667	-1.8	-1.3
MSMEG_6803	NA	NA	NA	NA
MSMEG_6804	-4.8	-5.0	-4.6	-4.6
MSMEG_6805	NA	NA	NA	NA
MSMEG_6806	NA	NA	NA	NA
MSMEG_6807	NA	NA	NA	NA
MSMEG_6808	-8.2	-8.2	-8.2	-8.2
MSMEG_6809	NA	NA	NA	NA
MSMEG_6811	NA	NA	NA	NA
MSMEG_6813	NA	NA	NA	NA
MSMEG_6814	NA	NA	NA	NA
MSMEG_6815	NA	NA	NA	NA
